eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
50.0,-49.96,0.3455198407173157,436,25000,6.1634721755981445,4.326371192932129,500000,18.478342056274414
50.0,-49.97,0.15758764743804932,436,25100,6.189251899719238,-5.049755096435547,502000,23.910661697387695
50.0,-49.95,0.4296058416366577,435,25200,6.197425842285156,-0.025357741862535477,504000,15.570695877075195
50.0,-49.92,0.3471854329109192,435,25300,6.219213008880615,-2.1363117694854736,506000,17.990758895874023
50.0,-49.87,0.19983571767807007,435,25400,6.222268581390381,-5.952098369598389,508000,22.848119735717773
50.0,-49.89,0.5284239947795868,435,25500,6.2430853843688965,6.219175338745117,510000,13.942480087280273
50.0,-49.88,0.3908892869949341,435,25600,6.242258071899414,-7.549165725708008,512000,17.50688362121582
50.0,-49.93,0.18909674882888794,435,25700,6.218404293060303,-2.8739020824432373,514000,22.208271026611328
50.0,-49.97,0.46318721771240234,435,25800,6.234142303466797,2.09553861618042,516000,14.963544845581055
50.0,-49.99,0.1511213183403015,435,25900,6.24812126159668,-9.296656608581543,518000,24.841127395629883
50.0,-49.92,0.21333825588226318,435,26000,6.24854850769043,-4.760073184967041,520000,22.972902297973633
50.0,-49.92,0.17534410953521729,435,26100,6.2639360427856445,-7.110581398010254,522000,23.054452896118164
50.0,-49.95,0.44135141372680664,435,26200,6.259688854217529,-7.375851154327393,524000,16.14596939086914
50.0,-49.96,0.7227938175201416,435,26300,6.278425693511963,5.502522945404053,526000,8.24323844909668
50.0,-49.88,0.3423774242401123,435,26400,6.26971435546875,-5.247800827026367,528000,18.589481353759766
50.0,-49.86,0.45762717723846436,435,26500,6.249113082885742,1.8348584175109863,530000,15.064294815063477
50.0,-49.89,0.6031432449817657,435,26600,6.271480083465576,5.006624698638916,532000,11.639856338500977
50.0,-49.9,0.30298173427581787,435,26700,6.262214183807373,-3.5941033363342285,534000,19.024471282958984
50.0,-49.91,0.46713531017303467,435,26800,6.240960597991943,0.1163715124130249,536000,14.558743476867676
50.0,-49.94,0.31483709812164307,435,26900,6.246467590332031,-2.926278591156006,538000,18.77705955505371
50.0,-49.9,0.3951290249824524,435,27000,6.231951713562012,5.153919219970703,540000,17.04766082763672
50.0,-49.89,0.14742791652679443,435,27100,6.268749237060547,-16.07090950012207,542000,28.26605796813965
50.0,-49.88,0.3643498420715332,435,27200,6.309534072875977,-1.5509538650512695,544000,17.4178409576416
50.0,-49.94,0.31225156784057617,435,27300,6.312158584594727,-1.2460126876831055,546000,18.96651268005371
50.0,-49.91,0.5695004463195801,435,27400,6.366503715515137,-5.365074157714844,548000,12.46796703338623
50.0,-49.91,0.2629196047782898,435,27500,6.401551246643066,4.446056365966797,550000,20.28537368774414
50.0,-49.93,0.8016609251499176,435,27600,6.381484031677246,10.3389253616333,552000,8.497125625610352
50.0,-49.92,0.4239763617515564,435,27700,6.352011680603027,3.0552637577056885,554000,15.751742362976074
50.0,-49.91,-1.222459077835083,435,27800,6.353391647338867,30.41309928894043,556000,80.23384094238281
50.0,-49.91,0.2624622583389282,435,27900,6.318991661071777,-8.614270210266113,558000,21.214542388916016
50.0,-49.89,0.19922971725463867,435,28000,6.297746181488037,3.818376302719116,560000,22.10131072998047
50.0,-49.91,0.3370048403739929,435,28100,6.303006172180176,0.27435624599456787,562000,18.12244987487793
50.0,-49.94,0.3456009030342102,435,28200,6.2978363037109375,-2.753415584564209,564000,17.99685287475586
50.0,-49.94,0.6019083559513092,435,28300,6.280097007751465,-1.933836817741394,566000,10.963926315307617
50.0,-49.91,0.21122252941131592,435,28400,6.251357078552246,-14.289871215820312,568000,23.66811752319336
50.0,-49.93,0.2930815815925598,435,28500,6.247486591339111,-8.625710487365723,570000,21.182661056518555
50.0,-49.89,0.2750788927078247,435,28600,6.241390705108643,-7.411550998687744,572000,21.36068344116211
50.0,-49.9,0.3390811085700989,435,28700,6.253108501434326,2.0135927200317383,574000,18.120107650756836
50.0,-49.85,0.2922086715698242,435,28800,6.302870273590088,-1.7881675958633423,576000,19.437084197998047
50.0,-49.87,0.4876865744590759,435,28900,6.268969535827637,-2.354349374771118,578000,14.030342102050781
50.0,-49.97,0.601688951253891,435,29000,6.28289794921875,-6.558055877685547,580000,12.10251522064209
50.0,-49.98,0.596949428319931,435,29100,6.307271957397461,8.411358833312988,582000,13.386177062988281
50.0,-49.96,0.8423154652118683,435,29200,6.328062057495117,11.21749210357666,584000,7.1043524742126465
50.0,-49.97,0.15696698427200317,435,29300,6.343106746673584,-20.56053352355957,586000,33.410274505615234
50.0,-49.94,0.34639912843704224,435,29400,6.352774620056152,-2.260669469833374,588000,18.03325080871582
50.0,-49.91,0.13955676555633545,435,29500,6.408681392669678,-15.307083129882812,590000,27.761302947998047
50.0,-49.89,0.36106812953948975,435,29600,6.438736915588379,-7.2844085693359375,592000,18.43150520324707
50.0,-49.93,0.17533612251281738,435,29700,6.4437079429626465,-17.543764114379883,594000,28.91836929321289
50.0,-49.91,0.427473247051239,435,29800,6.45919942855835,1.4105644226074219,596000,15.722564697265625
50.0,-49.94,0.19913572072982788,435,29900,6.461491584777832,-9.811089515686035,598000,23.26441764831543
50.0,-49.97,0.20595329999923706,435,30000,6.484625339508057,-16.858535766601562,600000,29.594558715820312
50.0,-49.99,-1.3659389019012451,435,30100,6.508116722106934,6.071644306182861,602000,65.08028411865234
50.0,-50.0,0.22082054615020752,435,30200,6.525702476501465,-16.007617950439453,604000,29.858760833740234
50.0,-49.92,0.6652119159698486,435,30300,6.506056308746338,14.196490287780762,606000,13.24694538116455
50.0,-49.92,0.24265223741531372,435,30400,6.55185604095459,-11.854333877563477,608000,24.240766525268555
50.0,-49.93,-0.021367549896240234,435,30500,6.590358734130859,13.114851951599121,610000,33.05559158325195
50.0,-49.97,0.16911441087722778,435,30600,6.591107368469238,-18.143892288208008,612000,29.557849884033203
50.0,-49.93,0.6389040648937225,435,30700,6.597104549407959,-12.442304611206055,614000,13.680638313293457
50.0,-49.95,-0.0727468729019165,435,30800,6.562007904052734,4.3655219078063965,616000,30.00168800354004
50.0,-49.94,0.5509595572948456,435,30900,6.5937371253967285,-3.9052317142486572,618000,12.395106315612793
50.0,-49.96,0.17809975147247314,435,31000,6.624093055725098,-6.26330041885376,620000,23.771869659423828
50.0,-49.92,0.7609450370073318,435,31100,6.6312665939331055,-8.888359069824219,622000,8.067338943481445
50.0,-49.94,0.496951699256897,435,31200,6.611642360687256,1.6416407823562622,624000,14.050686836242676
50.0,-49.93,0.34938329458236694,435,31300,6.626490592956543,-8.959420204162598,626000,18.88285255432129
50.0,-49.91,0.23560869693756104,435,31400,6.588349342346191,-15.960088729858398,628000,27.95050621032715
50.0,-49.89,0.5700659155845642,435,31500,6.5976667404174805,-0.5888213515281677,630000,11.724586486816406
50.0,-49.85,0.6266330778598785,435,31600,6.587578773498535,-10.52720832824707,632000,11.939798355102539
50.0,-49.85,0.3987950086593628,435,31700,6.5767502784729,-5.372619152069092,634000,16.904550552368164
50.0,-49.87,0.21191281080245972,435,31800,6.559500217437744,-5.551016807556152,636000,21.757184982299805
50.0,-49.89,-0.24429643154144287,434,31900,6.536192417144775,-10.562047958374023,638000,35.31523513793945
50.0,-49.93,0.1844172477722168,434,32000,6.543828010559082,-8.862162590026855,640000,23.69159698486328
50.0,-49.93,0.3651556968688965,434,32100,6.563612461090088,-12.127887725830078,642000,19.865062713623047
50.0,-49.93,0.1219857931137085,434,32200,6.562849998474121,0.18826249241828918,644000,23.94487953186035
50.0,-49.92,0.6935610771179199,434,32300,6.529319763183594,-0.2336815595626831,646000,8.361655235290527
50.0,-49.94,0.5966700315475464,434,32400,6.54770040512085,-5.638439655303955,648000,11.805099487304688
50.0,-49.92,0.45315778255462646,434,32500,6.531457424163818,21.085857391357422,650000,25.530858993530273
50.0,-49.94,0.6602212488651276,434,32600,6.535872459411621,4.526164531707764,652000,9.797173500061035
50.0,-49.97,0.2794623374938965,434,32700,6.520552158355713,-15.091280937194824,654000,23.83011245727539
50.0,-49.98,0.23280739784240723,434,32800,6.4786376953125,-10.134997367858887,656000,23.354442596435547
50.0,-49.96,0.266951322555542,434,32900,6.499682426452637,-13.8236665725708,658000,24.644868850708008
50.0,-49.92,0.1901613473892212,434,33000,6.494492530822754,-6.5841875076293945,660000,23.306564331054688
50.0,-49.9,0.31391727924346924,434,33100,6.48529577255249,-7.709428787231445,662000,20.173625946044922
50.0,-49.89,0.5624745786190033,434,33200,6.508221626281738,-0.24899601936340332,664000,11.933799743652344
50.0,-49.93,0.5633591711521149,434,33300,6.49021053314209,2.286930561065674,666000,11.988203048706055
50.0,-49.96,-0.25530314445495605,434,33400,6.4746880531311035,31.099498748779297,668000,58.93056106567383
50.0,-49.94,0.43252235651016235,434,33500,6.465587615966797,-0.9437544345855713,670000,15.540018081665039
50.0,-49.93,0.28906792402267456,434,33600,6.479128360748291,-12.530206680297852,672000,22.44815444946289
50.0,-49.93,0.2500233054161072,434,33700,6.477339744567871,-6.080735683441162,674000,21.448745727539062
50.0,-49.96,0.4320487380027771,434,33800,6.475895881652832,8.590842247009277,676000,17.254425048828125
50.0,-49.99,0.41120171546936035,434,33900,6.475569725036621,3.9472057819366455,678000,16.262958526611328
50.0,-49.91,0.28404200077056885,434,34000,6.4614152908325195,-7.553421974182129,680000,21.641849517822266
50.0,-49.87,0.31371837854385376,434,34100,6.493426322937012,-7.5725789070129395,682000,20.373266220092773
50.0,-49.87,0.4271182417869568,434,34200,6.533429145812988,-15.305278778076172,684000,19.53474235534668
50.0,-49.92,0.3538491725921631,434,34300,6.516050815582275,-12.632328987121582,686000,21.3511905670166
50.0,-49.92,0.6981799602508545,434,34400,6.518136024475098,5.8099894523620605,688000,8.503399848937988
50.0,-49.92,0.2872922420501709,434,34500,6.543853759765625,-13.735296249389648,690000,23.92001724243164
50.0,-49.93,0.45668476819992065,434,34600,6.570195198059082,-8.680782318115234,692000,16.67643165588379
50.0,-49.91,0.37975776195526123,434,34700,6.581036567687988,-9.726452827453613,694000,18.092554092407227
50.0,-49.92,0.776320293545723,434,34800,6.569146633148193,10.679451942443848,696000,9.09745979309082
50.0,-49.96,0.3944922685623169,434,34900,6.6132707595825195,-11.792743682861328,698000,20.458003997802734
50.0,-49.92,0.32186412811279297,434,35000,6.641880035400391,-18.85419464111328,700000,26.73385238647461
50.0,-49.91,0.7535257637500763,434,35100,6.67404317855835,-8.207160949707031,702000,8.355321884155273
50.0,-49.93,0.6269059479236603,434,35200,6.697615146636963,11.346173286437988,704000,12.871231079101562
50.0,-49.9,0.34402740001678467,434,35300,6.72878360748291,-9.262537002563477,706000,19.581628799438477
50.0,-49.91,0.33361393213272095,434,35400,6.725615501403809,-2.1864707469940186,708000,18.273479461669922
50.0,-49.91,0.6855364441871643,434,35500,6.748653411865234,-9.013960838317871,710000,10.444087028503418
50.0,-49.93,0.6760486960411072,434,35600,6.743891716003418,5.144917964935303,712000,9.81514835357666
50.0,-49.89,0.34202295541763306,434,35700,6.727527618408203,-10.700128555297852,714000,20.011266708374023
50.0,-49.93,0.6947872042655945,434,35800,6.727286338806152,6.189480781555176,716000,9.636207580566406
50.0,-49.97,0.4592020511627197,434,35900,6.756714820861816,0.759083092212677,718000,14.789407730102539
50.0,-49.95,0.6610358953475952,434,36000,6.7550368309021,-10.17662525177002,720000,12.05508041381836
50.0,-49.94,0.786858394742012,434,36100,6.784276008605957,-6.3503265380859375,722000,6.76306676864624
50.0,-49.94,0.8350318819284439,434,36200,6.80344295501709,-6.951555252075195,724000,5.655374050140381
50.0,-49.93,0.6183235049247742,434,36300,6.8198041915893555,-16.83218765258789,726000,16.537569046020508
50.0,-49.92,0.43715906143188477,434,36400,6.847115516662598,1.6133849620819092,728000,15.455409049987793
50.0,-49.95,0.7229447364807129,434,36500,6.844567775726318,8.845878601074219,730000,9.100448608398438
50.0,-49.97,0.5904656946659088,434,36600,6.863583564758301,1.958933711051941,732000,11.200218200683594
50.0,-49.99,-1.661830186843872,434,36700,6.866429328918457,3.2679262161254883,734000,72.5855484008789
50.0,-49.98,0.5960342884063721,434,36800,6.880210876464844,-18.14008140563965,736000,17.161418914794922
50.0,-49.98,0.5384599566459656,434,36900,6.937791347503662,-8.777017593383789,738000,13.911602973937988
50.0,-49.92,0.11140656471252441,434,37000,6.910531520843506,19.6738224029541,740000,32.176658630371094
50.0,-49.92,0.30238521099090576,434,37100,6.944504737854004,-4.1690850257873535,742000,19.786441802978516
50.0,-49.95,0.7305479049682617,434,37200,6.931316375732422,6.707516670227051,744000,8.256021499633789
50.0,-49.93,0.3192233443260193,434,37300,6.979754447937012,-9.035606384277344,746000,19.683345794677734
50.0,-49.92,0.49733805656433105,434,37400,6.9917402267456055,3.0832278728485107,748000,13.763252258300781
50.0,-49.96,0.5686320066452026,434,37500,6.991438388824463,2.6254966259002686,750000,11.8519868850708
50.0,-49.97,0.5281697511672974,434,37600,7.022547721862793,-2.786470651626587,752000,12.92760944366455
50.0,-49.95,0.42693716287612915,434,37700,7.019116401672363,0.5719894766807556,754000,15.662382125854492
50.0,-49.96,0.9086715281009674,434,37800,7.0387282371521,10.000073432922363,756000,4.428370952606201
50.0,-49.94,0.3891803026199341,434,37900,7.073439121246338,-5.3338141441345215,758000,17.217430114746094
50.0,-49.96,0.5187559127807617,434,38000,7.083487510681152,1.9175432920455933,760000,13.145024299621582
50.0,-49.94,0.4364835023880005,434,38100,7.080264091491699,-7.940890789031982,762000,16.67917823791504
50.0,-49.95,0.5045481026172638,434,38200,7.101635932922363,-6.4342360496521,764000,14.264482498168945
50.0,-49.96,0.8999596759676933,434,38300,7.089207649230957,24.726238250732422,766000,15.814494132995605
50.0,-49.95,0.5074308514595032,434,38400,7.082218170166016,-1.299170732498169,768000,13.435572624206543
50.0,-49.91,0.482638418674469,434,38500,7.112969875335693,-10.466541290283203,770000,16.595775604248047
50.0,-49.93,0.4417784810066223,434,38600,7.137565612792969,-0.03672904521226883,772000,15.274246215820312
50.0,-49.93,0.45206236839294434,434,38700,7.157670021057129,2.9458446502685547,774000,15.565271377563477
50.0,-49.94,0.6627711355686188,434,38800,7.177734375,0.2829570770263672,776000,9.195688247680664
50.0,-49.96,-0.12178957462310791,434,38900,7.224340915679932,-0.19831915199756622,778000,30.604312896728516
50.0,-49.92,0.3488278388977051,434,39000,7.232987880706787,-8.135455131530762,780000,19.711057662963867
50.0,-49.92,-0.3170297145843506,434,39100,7.238043785095215,-15.112016677856445,782000,38.708778381347656
50.0,-49.96,0.4057980179786682,434,39200,7.241920471191406,-7.18401575088501,784000,17.06586456298828
50.0,-49.94,-1.7057311534881592,434,39300,7.2655744552612305,15.377285957336426,786000,78.143798828125
50.0,-49.9,0.472114622592926,434,39400,7.309438228607178,-7.5214691162109375,788000,15.511398315429688
50.0,-49.91,0.4422120451927185,434,39500,7.309505462646484,3.1812636852264404,790000,15.5616455078125
50.0,-49.93,0.5149493217468262,434,39600,7.316620826721191,-0.42483091354370117,792000,13.280029296875
50.0,-49.94,0.5330117046833038,434,39700,7.3072052001953125,2.7214107513427734,794000,12.943865776062012
50.0,-49.95,0.656605988740921,434,39800,7.279562473297119,-0.24757209420204163,796000,9.375612258911133
50.0,-49.91,0.49622392654418945,434,39900,7.291960716247559,-11.564001083374023,798000,15.353174209594727
50.0,-49.92,0.5839590430259705,434,40000,7.267552375793457,-1.056045651435852,800000,11.34520149230957
50.0,-49.93,0.665338009595871,434,40100,7.283026218414307,20.04561996459961,802000,17.49237632751465
50.0,-49.93,0.6722316443920135,434,40200,7.318341255187988,5.152794361114502,804000,9.460531234741211
50.0,-49.91,0.6801166236400604,434,40300,7.318070411682129,0.5501023530960083,806000,8.867810249328613
50.0,-49.92,0.6408511698246002,434,40400,7.294877529144287,-9.602348327636719,808000,11.930089950561523
50.0,-49.92,0.5564449727535248,434,40500,7.285270690917969,1.5868396759033203,810000,12.14144515991211
50.0,-49.92,0.4926011562347412,434,40600,7.268099784851074,-9.368459701538086,812000,15.815820693969727
50.0,-49.85,0.8421333730220795,434,40700,7.258965492248535,10.932794570922852,814000,6.551597595214844
50.0,-49.87,0.7892406433820724,434,40800,7.243241310119629,-0.7862519025802612,816000,5.747254371643066
50.0,-49.88,-12.035076141357422,434,40900,7.258490562438965,46.766273498535156,818000,413.27178955078125
50.0,-49.92,0.5284939110279083,434,41000,7.255532264709473,-4.545376777648926,820000,13.608770370483398
50.0,-49.9,0.49205273389816284,434,41100,7.257165431976318,8.234354019165039,822000,15.102655410766602
50.0,-49.92,-1.3896369934082031,434,41200,7.265974521636963,8.195740699768066,824000,66.43912506103516
50.0,-49.89,0.5360314249992371,434,41300,7.252374172210693,-2.811302423477173,826000,12.730208396911621
50.0,-49.91,0.6064827740192413,434,41400,7.2871503829956055,7.140741348266602,828000,11.506963729858398
50.0,-49.91,0.6720089018344879,434,41500,7.2942352294921875,-1.2012847661972046,830000,8.971441268920898
50.0,-49.94,0.8574676662683487,434,41600,7.319602012634277,13.357948303222656,832000,6.582876682281494
50.0,-49.96,-1.799804925918579,434,41700,7.332038879394531,4.509451866149902,834000,76.96539306640625
50.0,-49.96,0.4695677161216736,434,41800,7.357479095458984,-5.781588077545166,836000,14.829788208007812
50.0,-49.93,-0.5826432704925537,434,41900,7.358160495758057,13.621224403381348,838000,46.397464752197266
50.0,-49.92,0.42828667163848877,434,42000,7.38494873046875,-13.838549613952637,840000,19.956096649169922
50.0,-49.89,0.5767011940479279,434,42100,7.378564357757568,9.943864822387695,842000,13.129644393920898
50.0,-49.91,0.47354060411453247,433,42200,7.377511501312256,-8.895722389221191,844000,15.363665580749512
50.0,-49.91,-0.2478867769241333,434,42300,7.386085510253906,2.2307395935058594,846000,34.11660385131836
50.0,-49.91,0.46011537313461304,434,42400,7.380589485168457,-8.537813186645508,848000,16.313203811645508
50.0,-49.94,0.47474801540374756,434,42500,7.352627754211426,-8.279743194580078,850000,15.591634750366211
50.0,-49.96,0.691911906003952,434,42600,7.363001823425293,-0.7883215546607971,852000,8.403432846069336
50.0,-49.89,0.5868622362613678,434,42700,7.367977142333984,-7.909775257110596,854000,12.392156600952148
50.0,-49.87,0.5099460780620575,434,42800,7.369300842285156,-10.161314964294434,856000,14.83283519744873
50.0,-49.87,0.4687439799308777,433,42900,7.387141227722168,-13.017599105834961,858000,17.73841667175293
50.0,-49.87,-0.9985947608947754,434,43000,7.38812255859375,13.87626838684082,860000,60.4092903137207
50.0,-49.94,0.5569458603858948,434,43100,7.391073703765869,-4.225382328033447,862000,12.416282653808594
50.0,-49.93,0.677944153547287,434,43200,7.3989667892456055,-4.871527671813965,864000,9.180630683898926
50.0,-49.92,0.545432835817337,433,43300,7.412059783935547,-7.127460479736328,866000,13.394760131835938
50.0,-49.89,0.561589241027832,433,43400,7.436984062194824,-11.057884216308594,868000,14.088404655456543
50.0,-49.93,0.3748394846916199,433,43500,7.46508264541626,-2.909109354019165,870000,17.20453453063965
50.0,-49.94,-1.2724618911743164,433,43600,7.4251556396484375,17.787687301635742,872000,67.3455581665039
50.0,-49.94,-0.05800461769104004,433,43700,7.420295715332031,9.142484664916992,874000,29.6246280670166
50.0,-49.94,0.4585729241371155,433,43800,7.43576717376709,-15.920674324035645,876000,19.40707778930664
50.0,-49.94,0.4480980634689331,433,43900,7.4345197677612305,-13.798502922058105,878000,18.698896408081055
50.0,-49.94,0.50465527176857,433,44000,7.400238990783691,-11.798041343688965,880000,15.915658950805664
50.0,-49.94,0.534186989068985,433,44100,7.3918561935424805,-20.747066497802734,882000,20.88296890258789
50.0,-49.94,0.017728447914123535,433,44200,7.409763336181641,-8.918072700500488,884000,27.3480167388916
50.0,-49.93,0.4104233384132385,433,44300,7.404374599456787,-11.690251350402832,886000,17.801219940185547
50.0,-49.93,0.14774125814437866,433,44400,7.425136566162109,-3.5658445358276367,888000,24.052587509155273
50.0,-49.95,-0.01262211799621582,433,44500,7.4536452293396,4.638094902038574,890000,27.692514419555664
50.0,-49.97,0.4307926893234253,433,44600,7.4560956954956055,-0.3195057213306427,892000,15.525320053100586
50.0,-49.99,0.19018995761871338,433,44700,7.482586860656738,24.635419845581055,894000,32.24284362792969
50.0,-49.97,0.5544906258583069,433,44800,7.492727756500244,-0.04097723588347435,896000,12.151778221130371
50.0,-49.92,0.006829202175140381,433,44900,7.480627536773682,1.7980101108551025,898000,27.350162506103516
50.0,-49.93,0.5897489488124847,433,45000,7.49593448638916,-0.474802166223526,900000,11.230646133422852
50.0,-49.91,0.4917061924934387,433,45100,7.507428169250488,-10.121759414672852,902000,15.312052726745605
50.0,-49.91,0.5070299804210663,433,45200,7.517638206481934,-6.376870155334473,904000,14.378189086914062
50.0,-49.94,0.47667545080184937,433,45300,7.552679538726807,-5.854532241821289,906000,15.195920944213867
50.0,-49.89,-0.6982290744781494,433,45400,7.591022491455078,18.903223037719727,908000,52.49616622924805
50.0,-49.87,0.505883127450943,433,45500,7.5844268798828125,-5.5106329917907715,910000,13.921346664428711
50.0,-49.89,0.5470671057701111,433,45600,7.599269866943359,-3.701986789703369,912000,12.791887283325195
50.0,-49.97,0.5549610555171967,433,45700,7.595203399658203,-4.380159854888916,914000,12.549031257629395
50.0,-49.95,0.446524977684021,433,45800,7.612954139709473,-6.917328357696533,916000,15.798565864562988
50.0,-49.96,0.4982488751411438,433,45900,7.626641273498535,-9.859261512756348,918000,15.456591606140137
50.0,-49.98,0.8052553683519363,433,46000,7.628647804260254,4.6613545417785645,920000,5.626339912414551
50.0,-49.94,-0.1987602710723877,433,46100,7.649294853210449,34.58013153076172,922000,54.056053161621094
50.0,-49.93,0.46371132135391235,433,46200,7.670546054840088,-9.806196212768555,924000,16.242542266845703
50.0,-49.96,0.5204272270202637,433,46300,7.629504203796387,-12.378382682800293,926000,16.139820098876953
50.0,-49.99,-1.1993131637573242,433,46400,7.646256923675537,21.15204429626465,928000,67.6806869506836
50.0,-49.97,0.16227084398269653,433,46500,7.652606010437012,-9.382007598876953,930000,24.780487060546875
50.0,-49.96,0.19902551174163818,433,46600,7.648135185241699,1.6831377744674683,932000,21.852706909179688
50.0,-49.94,0.486821711063385,433,46700,7.676638603210449,-8.726798057556152,934000,15.52271842956543
50.0,-49.94,0.5435165762901306,433,46800,7.694950103759766,-1.5457284450531006,936000,12.642616271972656
50.0,-49.95,0.6221269071102142,433,46900,7.677239894866943,-7.797451496124268,938000,11.315683364868164
50.0,-49.91,0.6104312539100647,433,47000,7.619300842285156,-9.732181549072266,940000,12.902090072631836
50.0,-49.94,0.25336045026779175,433,47100,7.67029333114624,8.511857032775879,942000,21.070110321044922
50.0,-49.97,0.03881329298019409,433,47200,7.658079624176025,20.05188751220703,944000,36.350868225097656
50.0,-49.95,0.43385612964630127,433,47300,7.66054630279541,-19.040380477905273,946000,19.5195369720459
50.0,-49.96,0.42263680696487427,433,47400,7.687752723693848,-11.929784774780273,948000,18.226810455322266
50.0,-49.95,0.49840283393859863,433,47500,7.689183235168457,-1.908226490020752,950000,13.767550468444824
50.0,-49.96,0.477264940738678,433,47600,7.707270622253418,-0.5920827388763428,952000,14.300692558288574
50.0,-49.94,0.3411896228790283,433,47700,7.701934814453125,13.541698455810547,954000,22.638708114624023
50.0,-49.9,0.4830092191696167,433,47800,7.694708347320557,-0.36228567361831665,956000,14.19874095916748
50.0,-49.9,0.021394073963165283,433,47900,7.692059516906738,35.02193832397461,958000,49.6021842956543
50.0,-49.93,0.06491243839263916,433,48000,7.717667579650879,14.701438903808594,960000,28.559009552001953
50.0,-49.93,0.5856970250606537,433,48100,7.72299337387085,-4.535944938659668,962000,11.95686149597168
50.0,-49.95,-0.0760505199432373,433,48200,7.763548374176025,3.78052020072937,964000,29.9052734375
50.0,-49.91,-0.22963929176330566,433,48300,7.795561790466309,27.488618850708008,966000,46.16753005981445
50.0,-49.91,0.6910232305526733,433,48400,7.788613796234131,-8.275609970092773,968000,9.452557563781738
50.0,-49.92,0.32740581035614014,433,48500,7.783071994781494,-13.696057319641113,970000,21.43528175354004
50.0,-49.95,-0.7873666286468506,433,48600,7.78478479385376,14.743786811828613,972000,50.168853759765625
50.0,-49.94,0.2809731960296631,433,48700,7.787331581115723,2.5355324745178223,974000,20.445964813232422
50.0,-49.95,0.6991612911224365,433,48800,7.792387962341309,15.698278427124023,976000,13.248753547668457
50.0,-49.96,0.7172784507274628,433,48900,7.782822608947754,-1.0835963487625122,978000,7.748318672180176
50.0,-49.96,0.7767292857170105,433,49000,7.760428428649902,-14.146723747253418,980000,9.225385665893555
50.0,-49.94,0.431272029876709,433,49100,7.742192268371582,6.1647162437438965,982000,16.760215759277344
50.0,-49.9,0.30744779109954834,433,49200,7.721264839172363,7.591628551483154,984000,19.71200942993164
50.0,-49.94,0.6100727617740631,433,49300,7.715285301208496,1.3980016708374023,986000,10.731260299682617
50.0,-49.93,0.24452584981918335,433,49400,7.71117639541626,14.455718994140625,988000,23.82527732849121
50.0,-49.96,0.5322778522968292,433,49500,7.704556465148926,5.677315711975098,990000,13.071622848510742
50.0,-49.97,0.2955150604248047,433,49600,7.716711521148682,-8.989550590515137,992000,20.495960235595703
50.0,-49.94,0.2521170377731323,433,49700,7.710756778717041,9.995970726013184,994000,22.649518966674805
50.0,-49.95,-0.07867872714996338,433,49800,7.722503662109375,2.7348263263702393,996000,29.774051666259766
50.0,-49.92,0.37825608253479004,433,49900,7.7156877517700195,3.5351510047912598,998000,17.123374938964844
50.0,-49.9,0.4917377829551697,433,50000,7.710700988769531,-8.227729797363281,1000000,14.83069133758545
